aba/te/c,  abat/ec/
prujno/fal/,  prujn/o/fal/
/prun/el/arb/,  prunel/arb/
/prun/e/la/r/bust/,  prunel/arbust/
/prun/el/,  prunel/
/prun/el/uj,  prunel/uj/
/prun/tad,  prunt/ad/
/prun/tajx,  prunt/ajx/
/prun/t,  prunt/
/prun/te/don,  prunt/e/don/
/prun/te/p/ren/,  prunt/e/pren/
/prun/tit,  prunt/it/
/prun/to/vort/,  prunt/o/vort/
pru/si/,  prus/i/
p/sal/mar/,  psalm/ar/
p/sal/m,  psalm/
p/sal/mist,  psalm/ist/
p/salt/eri,  psalteri/
p/salt/er,  psalter/
p/se/uxd,  pseuxd/
p/se/uxdo/ni/m,  pseuxdonim/
p/se/uxdo/nom/,  pseuxdo/nom/
p/se/uxdo/scienc/,  pseuxdo/scienc/
p/se/uxdosufiks,  pseuxdo/sufiks/
p/si/hx,  psihx/
p/si/k,  psik/
p/si/kas/t/en/i,  psik/asteni/
p/si/kia/tri/,  psikiatri/
p/si/kiatr,  psikiatr/
p/si/ko/analiz/,  psik/o/analiz/
p/si/kon/eux/roz/,  psik/o/neuxroz/
p/si/ko/ter/apiist,  psik/o/terapi/ist/
p/si/ko/ter/api,  psik/o/terapi/
p/si/koz,  psikoz/
p/si/kro/metr/,  psikrometr/
p/ter/i/di/,  pteridi/
p/ter/id,  pterid/
pt/ole/me,  ptoleme/
pua/tie/r,  puatier/
publicist,  public/ist/
/publik/igajx,  publik/ig/ajx/
/publik/igit,  publik/ig/it/
/publik/ulin,  publik/ul/in/
pu/de/l,  pudel/
pu/di/ng,  puding/
pu/di/ng/sxton/,  puding/sxton/
pud/or/,  pudor/
pudril,  pudr/il/
pudro/mantel/,  pudr/o/mantel/
pudruj,  pudr/uj/
puert/or/ik,  puerto/rik/
pufajx,  puf/ajx/
pufig,  puf/ig/
pufigx,  puf/igx/
pufmaiz,  puf/maiz/
pug/ni/g,  pugn/ig/
pugno/batal/,  pugn/o/batal/
pugnobat,  pugn/o/bat/
pugno/fort/,  pugn/o/fort/
pugno/gant/,  pugn/o/gant/
/pul/b/al/kon/,  pul/balkon/
/pul/cxin/el/lud/,  pulcxinel/lud/
/pul/cxin/el/,  pulcxinel/
/pul/o/ver/,  pulover/
/puls/obat,  puls/o/bat/
/pul/ve/j,  pulv/ej/
/pul/v,  pulv/
/pul/vo/ko/ton/,  pulv/o/koton/
/pul/vo/pa/fil/,  pulv/o/paf/il/
/pulvor/igil,  pulvor/ig/il/
/pulvor/igit,  pulvor/ig/it/
/pul/vo/tur/,  pulv/o/tur/
/pul/vuj,  pulv/uj/
pumpad,  pump/ad/
p/unc/,  punc/
p/unc/x,  puncx/
p/unc/xuj,  puncx/uj/
/pund/om,  pun/dom/
p/uni/nd,  pun/ind/
p/unit/,  pun/it/
/pun/kci,  punkci/
/pun/kci/nadl/,  punkci/nadl/
/pun/kor/ekt,  pun/korekt/
/pun/t,  punt/
/pun/tajx,  punt/ajx/
/pun/til,  punt/il/
/pup/il,  pupil/
/pup/itr,  pupitr/
pu/plu/d,  pup/lud/
pu/re/c,  pur/ec/
pu/re/m,  pur/em/
pu/re/,  pure/
purgat/or/i,  purgatori/
purig/cistern/,  pur/ig/cistern/
purig,  pur/ig/
purigist,  pur/ig/ist/
purigx,  pur/igx/
purism,  pur/ism/
purist,  pur/ist/
purita/ni/sm,  puritan/ism/
purpurul,  purpur/ul/
purum,  pur/um/
pu/san/,  pusan/
pusxad,  pusx/ad/
pusxbat,  pusx/bat/
pusxeg,  pusx/eg/
pusxet,  pusx/et/
pu/sxi/gx,  pusx/igx/
pusxkra/jon/,  pusx/krajon/
/put/in,  putin/
/put/or/,  putor/
/put/r,  putr/
/put/rad/,  putr/ad/
/put/rajx,  putr/ajx/
/put/re/m,  putr/em/
/put/rigxem,  putr/igx/em/
/put/ro/sxlim/,  putr/o/sxlim/
p/uz/l,  puzl/
rabad,  rab/ad/
rabajx,  rab/ajx/
ra/barb/,  rabarb/
rabej,  rab/ej/
r/abel/ez,  rabelez/
rab/en/,  raben/
rabist,  rab/ist/
rab/iu/l,  rabi/ul/
rabmev,  rab/mev/
rabo/best/,  rab/o/best/
rabo/bird/,  rab/o/bird/
ra/bot/ad,  rabot/ad/
ra/bot/ajx,  rabot/ajx/
ra/bot/,  rabot/
ra/bot/ileg,  rabot/il/eg/
ra/bot/il,  rabot/il/
ra/bot/masxin/,  rabot/masxin/
ra/bov/esp,  rab/o/vesp/
raciec,  raci/ec/
raciig,  raci/ig/
raciism,  raci/ism/
raciist,  raci/ist/
racion/al/,  racional/
racion/ali/sm,  racionalism/
raciona/list/,  racionalist/
/rad/b/ran/kard/,  rad/brankard/
/rad/etar,  rad/et/ar/
/radi/al/,  radial/
/radi/an,  radian/
/radi/at/or/,  radiator/
/radi/es/te/z,  radiestez/
/radik/al/,  radikal/
/radik/ali/sm,  radikal/ism/
/radik/al/ul,  radikal/ul/
/radi/o/akt/iv,  radioaktiv/
/radi/o/aktiv/ec/,  radioaktiv/ec/
/radi/o/am/at/or/,  radi/o/amator/
/radi/o/as/tro/nom/i,  radi/o/astronomi/
/radi/o/el/sen/d,  radi/o/el/send/
/radi/ofo/ni/,  radiofoni/
/radi/ofon,  radiofon/
/radi/o/fot/ografi,  radio/fot/o/grafi/
/radi/ografad,  radiograf/ad/
/radi/ografajx,  radiograf/ajx/
/radi/ograf,  radiograf/
/radi/ografi,  radiografi/
/radi/ografist,  radiograf/ist/
/radi/ogr/am/,  radiogram/
/radi/oizotop,  radi/o/izotop/
/radi/ol/ogi,  radiologi/
/radi/ol/og,  radiolog/
/radi/o/metr/,  radiometr/
/radi/or/ice/vi/l,  radi/o/ricev/il/
/radi/o/sen/di/l,  radi/o/send/il/
/radi/os/kopi/,  radi/o/skop/i/
/radi/os/ond/il,  radio/sond/il/
/radi/o/te/legrafi,  radi/o/telegrafi/
/radi/o/ter/api,  radioterapi/
/radi/um,  radium/
/radi/um/ter/api,  radium/terapi/
/radi/us,  radius/
/radi/us/vektor/,  radius/vektor/
/rad/oar,  rad/o/ar/
/rad/on,  radon/
/rad/r/ond/,  rad/rond/
/rad/sxpi/ni/l,  rad/sxpin/il/
rafa/el/,  rafael/
rafa/ne/t,  rafan/et/
ra/fin/ad,  rafin/ad/
ra/fin/ajx,  rafin/ajx/
ra/fin/ej,  rafin/ej/
ra/fin/,  rafin/
ra/fin/it,  rafin/it/
r/agl/an,  raglan/
r/ag/u,  ragu/
r/agx/,  ragx/
raj/da/d,  rajd/ad/
raj/da/ntar,  rajd/ant/ar/
raj/da/nt,  rajd/ant/
raj/de/j,  rajd/ej/
raj/di/st,  rajd/ist/
rajdo/batal/ant,  rajd/o/batal/ant/
rajdo/vest/,  rajd/o/vest/
rajd/pasx/tist,  rajd/pasxt/ist/
rajd/vi/p,  rajd/vip/
ra/jon/,  rajon/
/rajt/igil,  rajt/ig/il/
/rajt/igit,  rajt/ig/it/
rajx/as/tan,  rajxastan/
ra/ke/d,  raked/
r/am/a/da/n,  ramadan/
r/am/ajan,  ramajan/
r/am/,  ram/
r/am/p,  ramp/
r/am/pad,  ramp/ad/
r/am/pajx,  ramp/ajx/
r/am/pul/,  ramp/ul/
r/am/ses/,  ramses/
/ran/c,  ranc/
/ran/cigx,  ranc/igx/
/ran/d,  rand/
/ran/da/jx,  rand/ajx/
/ran/di/r,  rand/ir/
/ran/d/mur/,  rand/mur/
/ran/do/dent/,  rand/o/dent/
/ran/d/or/it,  rand/or/it/
/ran/do/sxton/,  rand/o/sxton/
/ran/dot/ran/cx,  rand/o/trancx/
/ran/du/m,  rand/um/
/ran/ed,  raned/
/rang/al/tig/,  rang/alt/ig/
/rang/al/tig/x,  rang/alt/igx/
/rang/ifer,  rangifer/
/rang/o/si/mb/ol/,  rang/o/simbol/
r/angul/,  rang/ul/
/rang/un/,  rangun/
/ran/m/ord/,  ran/mord/
/ranunkol/ac,  ranunkolac/
/rapid/o/metr/,  rapidometr/
rap/ir/,  rapir/
/raport/istar,  raport/ist/ar/
rap/sod/i,  rapsodi/
rap/sod/,  rapsod/
rarajx,  rar/ajx/
/ras/a/parti/g,  ras/apart/ig/
/ras/da/sxan,  rasdasxan/
/ras/p,  rasp/
/ras/pec,  rasp/ec/
/ras/pil/,  rasp/il/
/ras/tad,  rast/ad/
/ras/t,  rast/
ra/stil/,  rast/il/
/rat/if,  ratif/
/rat/ifi/kaj/x,  ratifik/ajx/
/rat/ifik,  ratifik/
/rat/is/bon/,  ratisbon/
/rat/kap/til,  rat/kapt/il/
/rat/v/en/en/,  rat/venen/
r/aux/k,  rauxk/
r/aux/kigx,  rauxk/igx/
r/aux/mism,  rauxm/ism/
r/aux/m,  rauxm/
r/aux/nd,  rauxnd/
r/aux/p,  rauxp/
r/aux/potr/aktor/,  rauxp/o/traktor/
ra/vi/gx,  rav/igx/
ra/vin/ig,  ravin/ig/
ra/vin/,  ravin/
ra/vi/t,  rav/it/
ra/vi/te/c,  rav/it/ec/
razad,  raz/ad/
raz/en/,  razen/
r/azi/st,  raz/ist/
razka/pul/,  raz/kap/ul/
razkling,  raz/kling/
razk/re/m,  raz/krem/
/re/a/cxe/t,  re/acxet/
/re/a/da/ptad,  re/adapt/ad/
/re/ad/mon/,  re/admon/
/re/akci/ul/,  reakci/ul/
/re/ak/ir/,  re/akir/
/re/akt/anc,  reaktanc/
/re/a/ni/mad,  re/anim/ad/
/re/a/ni/m,  re/anim/
/re/a/per/ant,  re/aper/ant/
/re/a/per/,  re/aper/
/re/artik/igist,  re/artik/ig/ist/
/re/bus/,  rebus/
/re/c/en/zant,  recenz/ant/
/re/c/en/z/ekzempl/er,  recenz/ekzempler/
/re/c/en/z,  recenz/
/re/c/en/zist,  recenz/ist/
/re/ceptar,  recept/ar/
/re/cept,  recept/
/re/cif,  recif/
/re/cikl/igit,  re/cikl/ig/it/
/re/ci/pro/k,  reciprok/
/re/ci/pro/ke/c,  reciprok/ec/
/re/c/ir/ku/lig/,  re/cirkul/ig/
/re/cit/al/,  recital/
/re/citativ,  recitativ/
/re/d.,  red./
/re/da/kci,  redakci/
/re/d/akt/ad,  redakt/ad/
/re/d/akt/ej,  redakt/ej/
/re/d/akt/,  redakt/
/re/d/akt/il,  redakt/il/
/re/d/akt/istar,  redakt/ist/ar/
/re/d/akt/ist,  redakt/ist/
/re/d/akt/it,  redakt/it/
/re/d/akt/o/fin/,  redakt/o/fin/
/re/d/akt/o/politik/,  redakt/o/politik/
/re/d/aktor/,  redaktor/
/re/di/ngot,  redingot/
/re/di/r,  re/dir/
/re/di/smet,  re/dis/met/
r/eduk/t,  redukt/
r/eduk/tig/x,  redukt/igx/
r/eduk/til,  redukt/il/
r/eduk/tit,  redukt/it/
/re/du/t,  redut/
/re/ehxigx,  re/ehx/igx/
/re/en/kar/ni/gx,  re/en/karn/igx/
/re/en/k/ond/uk,  re/en/konduk/
/re/f,  ref/
/re/fekt/or/i,  refektori/
/re/f/era/jx,  refer/ajx/
/re/fe/rat/,  refer/at/
/re/fe/ren/c,  referenc/
/re/fe/ren/cil,  referenc/il/
/re/fe/ren/ckadr,  referenc/kadr/
/re/fe/ren/du/m,  referendum/
/re/fer,  refer/
/re/fil/,  ref/il/
/refleks/iv,  refleksiv/
/refleks/ol/ogi,  refleksologi/
/reflekt/or/,  reflektor/
/re/f/ond/,  re/fond/
/re/form/aci,  reformaci/
/re/format/or/,  reformator/
/re/f/or/stum,  re/forst/um/
/refrakt/o/metr/,  refraktometr/
/re/f/ren/,  refren/
/re/f/re/sxi/g,  re/fresx/ig/
/re/f/re/sxi/gajx,  re/fresx/ig/ajx/
/re/fut/ebl/,  refut/ebl/
/re/fut,  refut/
/re/g,  reg/
/re/g/al/,  regal/
/re/gat,  reg/at/
/re/gbu/ton/,  reg/buton/
/re/g/ebl/,  reg/ebl/
/re/gem,  reg/em/
/re/generaci/,  regeneraci/
/re/gen/er,  re/gener/
/re/gen/sburg,  regensburg/
/re/gent/ec,  regent/ec/
/re/gent/,  regent/
/regi/l,  reg/il/
/regi/ment/estr,  regiment/estr/
/regi/ment/,  regiment/
/regi/st,  reg/ist/
/re/g/lament/,  reglament/
/re/g/ol/,  regol/
/re/g/parti/,  reg/parti/
/re/g/potenc/,  reg/potenc/
/re/g/rad/,  reg/rad/
/re/g/re/s,  regres/
/re/g/sistem/,  reg/sistem/
/re/g/stang/,  reg/stang/
/regul/at/or/,  regulator/
/regul/us,  regulus/
/regx/i/di/n,  regx/id/in/
/regx/iso/rad/,  regxisor/ad/
/regx/is/or/,  regxisor/
/regx/o/fil/ik,  regx/o/filik/
/regx/okrab,  regx/o/krab/
/regx/us/tig/,  re/gxust/ig/
/re/hejm/en/ig,  re/hejm/e/n/ig/
/re/jkja/vi/k,  rejkjavik/
/re/jn,  rejn/
/re/js,  rejs/
/re/j/uni/g,  re/jun/ig/
/re/j/uni/gx,  re/jun/igx/
/re/kap/t,  re/kapt/
/reklam/aci,  reklamaci/
/reklam/pane/l,  reklam/panel/
/rek/ole/kt,  re/kolekt/
/re/kom/b,  re/komb/
/re/kom/en/c,  re/komenc/
/rek/o/menci/gx,  re/komenc/igx/
/rek/o/mend/,  rekomend/
/rek/o/mend/ind,  rekomend/ind/
/rek/o/mend/it,  rekomend/it/
/rek/o/mend/leter/,  rekomend/leter/
/re/kom/p/en/c,  rekompenc/
/rek/ond/uk,  re/konduk/
/re/kon/s/tru/,  re/konstru/
/rek/re/,  re/kre/
/rek/rutad,  rekrut/ad/
/rek/rut/ekzamen/,  rekrut/ekzamen/
/rek/rut,  rekrut/
/rek/ru/tig/,  rekrut/ig/
/rek/t,  rekt/
/rek/ta/lini/,  rekt/a/lini/
/rek/t/angul/,  rekt/angul/
/rek/te/c,  rekt/ec/
/rek/tif/,  rektif/
/rek/tif/ik,  rektifik/
/rek/tif/i/kil/,  rektifik/il/
/rek/ti/fil/,  rektif/il/
/rek/tig/,  rekt/ig/
/rek/tig/x,  rekt/igx/
/rek/til,  rekt/il/
/rek/t/or/,  rektor/
/rek/to/sxnur/,  rekt/o/sxnur/
/rek/tum,  rektum/
/rek/tumos/kopi/,  rektumo/skop/i/
/rek/tumoskop,  rektumo/skop/
/rek/udr,  re/kudr/
/rek/ul/pig/xint,  re/kulp/igx/int/
/rek/ul/pig/x,  re/kulp/igx/
/rek/vi/em,  rekviem/
/rek/vi/zici,  rekvizici/
/re/la/j,  relaj/
/re/la/js,  relajs/
/re/la/jso/staci/,  relajs/o/staci/
/re/la/s,  re/las/
/re/la/sad,  re/las/ad/
/re/la/s/temp/,  re/las/temp/
/re/la/tiv,  relativ/
/re/la/ti/vi/g,  relativ/ig/
/re/la/ti/vi/sm,  relativ/ism/
r/el/eg,  re/leg/
r/el/ev,  re/lev/
r/el/e/vi/gx,  re/lev/igx/
r/el/f/or/k,  rel/fork/
r/el/gar/di/st,  rel/gard/ist/
r/el/ief,  relief/
r/el/iefig,  relief/ig/
/re/likv/,  relikv/
/re/likv/uj,  relikv/uj/
r/el/ing,  rel/ing/
r/el/kom/util,  rel/komut/il/
r/el/,  rel/
r/el/par,  rel/par/
r/el/sxangx/il,  rel/sxangx/il/
r/el/trab,  rel/trab/
r/el/uktanc,  reluktanc/
r/el/voj/,  rel/voj/
/re/macxul,  re/macx/ul/
/re/mad,  rem/ad/
/re/m/al/k/ov/r,  re/mal/kovr/
/re/m/al/k/ov/rit,  re/mal/kovr/it/
/re/man/en/c,  remanenc/
/re/man/t,  rem/ant/
/re/mb/en/k,  rem/benk/
/re/mb/ran/t,  rembrant/
/re/mbu/rad/,  rembur/ad/
/re/mburajx,  rembur/ajx/
/re/mbur/art/,  rembur/art/
/re/mbur,  rembur/
/re/mburist,  rembur/ist/
/re/mburit,  rembur/it/
/re/mes/tr,  rem/estr/
/re/m,  rem/
/re/mil/ing,  rem/il/ing/
/re/mil/,  rem/il/
/re/mi,  remi/
/re/mist,  rem/ist/
/re/miz,  remiz/
/re/m/konkurs/,  rem/konkurs/
/re/mod/l,  re/modl/
/re/mont/,  remont/
/re/mpar,  rempar/
/re/mpied,  rem/pied/
/re/mpie/du/l,  rem/pied/ul/
/re/ms,  rems/
/ren/ard,  renard/
/ren/dev/uej,  rendevu/ej/
/ren/dev/u,  rendevu/
/ren/ega/te/c,  renegat/ec/
/ren/egat,  renegat/
/ren/e/san/c,  renesanc/
/ren/ga,  renga/
/ren/kont/,  renkont/
/ren/kont/igxej,  renkont/igx/ej/
/ren/kont/igx,  renkont/igx/
/ren/om,  re/nom/
/ren/omigx,  re/nom/igx/
/ren/ov/ig/ebl/,  re/nov/ig/ebl/
/ren/ov/ig,  re/nov/ig/
/ren/t/gen/,  rentgen/
/ren/t/gen/radi/,  rentgen/radi/
/ren/t,  rent/
/ren/tul,  rent/ul/
/ren/tum,  rent/um/
/ren/vers/,  renvers/
/ren/versi/gx,  renvers/igx/
/ren/versi/t,  renvers/it/
/re/ol/ogi,  reologi/
/re/o/stat/,  reostat/
/re/p/el/,  re/pel/
/re/per/tuar,  repertuar/
/re/plan/du/m,  re/pland/um/
/re/pli/k,  replik/
/re/por/ter/ajx,  reporter/ajx/
/re/por/ter/,  reporter/
/re/por/t,  re/port/
/re/p/ren/,  re/pren/
/re/p/re/s,  re/pres/
/re/p/re/si/t,  re/pres/it/
/re/prez/ali/,  reprezali/
/re/prez/en/t,  reprezent/
/re/prez/en/tant,  reprezent/ant/
/re/ps,  reps/
/re/ptili,  reptili/
/re/pu/di/,  repudi/
/re/put/aci,  reputaci/
/re/san/igil,  re/san/ig/il/
/re/san/k/tig/,  re/sankt/ig/
/re/sen/d,  re/send/
/re/si/di/gx,  re/sid/igx/
/re/solv/iv,  resolviv/
/re/son/anc,  resonanc/
/re/son/at/or/,  resonator/
/re/s/pek/t,  respekt/
/re/s/pek/tat,  respekt/at/
/re/s/pek/tind,  respekt/ind/
/re/s/pek/tiv,  respektiv/
/re/s/pek/topl/en/,  respekt/o/plen/
/re/sp/ir/,  re/spir/
/re/spons,  respons/
/re/sponsul,  respons/ul/
/re/st,  rest/
/re/sta/de/j,  rest/ad/ej/
/re/stad,  rest/ad/
/re/stad/kost/,  rest/ad/kost/
/re/stajx,  rest/ajx/
/re/stant,  rest/ant/
/re/starig,  re/star/ig/
/re/st/art/ig,  re/start/ig/
/re/st/aux/r,  restauxr/
/re/st/aux/rajx,  restauxr/ajx/
/re/st/aux/r/kopi/,  restauxr/kopi/
/re/s/tig/,  rest/ig/
/re/st/mas/,  rest/mas/
/re/st/mon/,  rest/mon/
/re/sum,  resum/
/re/sur/ekt,  resurekt/
/ret/aks/ad,  re/taks/ad/
/ret/aks/,  re/taks/
/ret/en/,  re/ten/
/ret/in,  retin/
/ret/ir/,  re/tir/
/ret/ir/igx,  re/tir/igx/
/ret/kap/t,  ret/kapt/
/ret/m/el/on,  ret/melon/
/ret/me/sagx/,  ret/mesagx/
/ret/or/ajx,  retor/ajx/
/ret/or/ik,  retorik/
/ret/or/i/kaj/x,  retorik/ajx/
/ret/or/,  retor/
/ret/or/t,  retort/
/ret/p/rom/en/,  ret/promen/
/ret/ran/k/vi/lig/x,  re/trankvil/igx/
/ret/rat/,  retrat/
/ret/ret/,  retret/
/ret/ro/ag/,  retro/ag/
/ret/ro/akt/iv,  retro/aktiv/
/ret/ro,  retro/
/ret/ro/efik/,  retro/efik/
/ret/ro/flu/,  retro/flu/
/ret/roig,  retro/ig/
/ret/ro/ir/,  retro/ir/
/ret/ro/kalkul/ad/,  retro/kalkul/ad/
/ret/ro/kalkul/,  retro/kalkul/
/ret/ro/kon/gru,  retro/kongru/
/ret/r/okup/lad/,  retro/kupl/ad/
/ret/r/okup/l,  retro/kupl/
/ret/ro/pag/,  retro/pag/
/ret/ro/pasx/,  retro/pasx/
/ret/ro/projekci/il,  retro/projekci/il/
/ret/ro/rigard/,  retro/rigard/
/ret/ro/spegul/,  retro/spegul/
/ret/ros/pek/tiv,  retrospektiv/
/ret/r/ov/,  re/trov/
/ret/ro/vid/,  retro/vid/
/ret/u/mil/,  ret/um/il/
/ret/urn/,  re/turn/
/ret/urn/igx,  re/turn/igx/
/ret/urn/it,  re/turn/it/
/re/u,  reu/
/re/uni/,  reuni/
/re/uti/lig/,  re/util/ig/
/re/uxmatism,  reuxmatism/
/re/uxmatismul,  reuxmatism/ul/
/re/vel/aci,  revelaci/
/rev/en/d,  re/vend/
/rev/en/di/st,  re/vend/ist/
/rev/en/,  re/ven/
/rev/en/ig,  re/ven/ig/
/rev/en/voj/,  re/ven/voj/
/re/vers/ebl/,  revers/ebl/
/re/vers/,  revers/
/rev/e/tur/,  re/vetur/
/rev/ig/lig/,  re/vigl/ig/
/rev/ig/lig/x,  re/vigl/igx/
/re/vin/d,  re/vind/
/rev/iz,  reviz/
/rev/iziant,  revizi/ant/
/rev/izi,  revizi/
/rev/iziism,  revizi/ism/
/rev/iziist,  revizi/ist/
/rev/iziit,  revizi/it/
/rev/izist,  reviz/ist/
/rev/izo/rad/,  revizor/ad/
/rev/iz/or/,  revizor/
/rev/ok,  re/vok/
/rev/ol/ver/,  revolver/
/revu/l,  rev/ul/
/re/zed,  rezed/
/rezerv/istar,  rezerv/ist/ar/
/re/zid,  rezid/
/re/zig/naci/,  rezignaci/
/re/zig/ne/m,  rezign/em/
/re/zign,  rezign/
/rezist/i/ve/c,  rezist/iv/ec/
/re/zultant,  rezult/ant/
/re/zult,  rezult/
/re/zul/tig/,  rezult/ig/
ri/al/,  rial/
/rib/ober,  rib/o/ber/
rice/lad/,  ricel/ad/
ric/el/,  ricel/
rice/list/,  ricel/ist/
ricevant,  ricev/ant/
rice/vi/l,  ricev/il/
rice/vi/t,  ricev/it/
ri/cxi/g,  ricx/ig/
ri/cxi/git,  ricx/ig/it/
ri/cxi/gx,  ricx/igx/
ricxul,  ricx/ul/
r/ide/g,  rid/eg/
/rid/in/da/jx,  rid/ind/ajx/
/rid/indi/g,  rid/ind/ig/
ri/el/,  riel/
/rif/ugxad,  rifugx/ad/
/rif/ugxej,  rifugx/ej/
/rif/ugx,  rifugx/
/rif/ugxint,  rifugx/int/
/rigard/antar,  rigard/ant/ar/
rigi/da/jx,  rigid/ajx/
rigi/di/g,  rigid/ig/
rigi/di/gx,  rigid/igx/
rigidnuk,  rigid/nuk/
rigi/la/r,  rig/il/ar/
riglilet,  rigl/il/et/
riglil,  rigl/il/
ri/glob/u/ton/,  rigl/o/buton/
rig/or/,  rigor/
rig/or/ec,  rigor/ec/
rig/or/ism,  rigor/ism/
rig/ve/d,  rigved/
rigx/el/,  rigxel/
ri/je/t,  rijet/
rika/ne/m,  rikan/em/
ri/kard/,  rikard/
ri/kis/x,  rikisx/
ri/kord/,  rikord/
ril/aks/,  rilaks/
/rim/.,  rim./
ri/mark/ebl/,  rimark/ebl/
ri/mark/,  rimark/
ri/mark/ig,  rimark/ig/
ri/mark/il,  rimark/il/
ri/mark/ind,  rimark/ind/
ri/mar/,  rim/ar/
/rim/en/,  rimen/
ri/mens/xu,  rimen/sxu/
ri/mes/,  rimes/
/ring/bul/var/d,  ring/bulvard/
/ring/it,  ringit/
/ring/obul/var/d,  ring/o/bulvard/
/ring/o/kaj/er,  ring/o/kajer/
/ring/ok/ol/omb,  ring/o/kolomb/
rio/de/jxa/ne/jr,  rio/de/jxanejr/
rio/grand/,  riogrand/
rio/ne/gr,  rionegr/
ripajx,  rip/ajx/
ripa/rad/,  ripar/ad/
ripa/re/j,  ripar/ej/
riparist,  ripar/ist/
ri/pet/acx,  ripet/acx/
ri/pet/ad,  ripet/ad/
ri/pet/ajx,  ripet/ajx/
ri/pet/,  ripet/
ri/pet/igx,  ripet/igx/
/ripoz/alt/ar,  ripoz/altar/
/ripoz/kur/ac,  ripoz/kurac/
ris/ke/m,  risk/em/
riskof/aktor/,  risk/o/faktor/
riskot/aks/ad,  risk/o/taks/ad/
rist/or/n,  ristorn/
ritar,  rit/ar/
ritism,  rit/ism/
ritist,  rit/ist/
riva/lad/,  rival/ad/
riv/al/ec,  rival/ec/
riv/al/,  rival/
ri/vel/ad,  rivel/ad/
ri/vel/ban/,  rivel/ban/
ri/vel/hal/tig/il,  rivel/halt/ig/il/
ri/vel/,  rivel/
ri/vel/il,  rivel/il/
ri/vel/skatol/,  rivel/skatol/
ri/velur/n,  rivel/urn/
/river/b/ord/,  river/bord/
/river/en/c,  riverenc/
/river/ran/d,  river/rand/
ri/vi/er,  rivier/
riv/ol/u,  rivolu/
riv/ol/u/metr/,  rivolu/metr/
/riz/b/ran/,  riz/bran/
/riz/gr/ajn/,  riz/grajn/
/riz/krak/en/,  riz/kraken/
/riz/mu/el/ej,  riz/muel/ej/
/riz/ospik,  riz/o/spik/
/riz/ot,  rizot/
/riz/p/ajl/,  riz/pajl/
/riz/vin/ag/r,  riz/vinagr/
/rob/ert,  robert/
/rob/in/son/,  robinson/
/rob/ot,  robot/
ro/cxel/,  rocxel/
ro/da/n,  rodan/
ro/de/zi,  rodezi/
ro/di/s,  rodis/
rodo/de/ndr,  rododendr/
roj/ali/sm,  rojalism/
roja/list/,  rojalist/
ro/kaj/x,  rok/ajx/
/rok/b/lok/,  rok/blok/
/rok/f/ir/m,  rok/firm/
/rok/g/rim/pad,  rok/grimp/ad/
/rok/g/rim/pist,  rok/grimp/ist/
/rok/h/ir/un/d,  rok/hirund/
/rok/k/ol/omb,  rok/kolomb/
/rok/mont/ar/,  rokmontar/
/rok/ok,  rokok/
/rok/pl/en/,  rok/plen/
/rom/a,  roma/
/roman/c,  romanc/
/roman/cx,  romancx/
/roman/ik,  romanik/
/roman/ik/stil/,  romanik/stil/
/roman/i,  romani/
/roman/tik,  romantik/
/roman/ti/kis/m,  romantik/ism/
/roman/ti/kist/,  romantik/ist/
/roman/tikul,  romantik/ul/
/rom/b,  romb/
/rom/bo/fisx/,  romb/o/fisx/
/rom/bo/form/,  romb/o/form/
/rom/e,  rome/
/rom/i,  romi/
/rom/ian,  romi/an/
/rom/kat/ol/ik,  rom/katolik/
/rom/kat/ol/i/kis/m,  rom/katolik/ism/
/rom/pad,  romp/ad/
/rom/pajx,  romp/ajx/
/rom/p/danc/ad,  romp/danc/ad/
/rom/p/ebl/,  romp/ebl/
/rom/p,  romp/
/rom/pig/xem,  romp/igx/em/
/rom/pig/x,  romp/igx/
/rom/pit,  romp/it/
/rom/pitajx,  romp/it/ajx/
/rom/popec,  romp/o/pec/
/rom/ul,  romul/
r/ond/,  rond/
r/ond/ajx,  rond/ajx/
r/ond/busx/ul,  rond/busx/ul/
r/ond/cifer/,  rond/cifer/
r/ond/ec,  rond/ec/
r/ond/el/,  rondel/
r/ond/et,  rond/et/
r/ond/flu/g,  rond/flug/
r/ond/form/,  rond/form/
r/ond/ig,  rond/ig/
r/ond/i/ran/t,  rond/ir/ant/
r/ond/ir/,  rond/ir/
r/ond/o/danc/,  rond/o/danc/
r/ond/pec,  rond/pec/
r/ond/sxultr/,  rond/sxultr/
r/ond/v/al/,  rond/val/
r/ond/vizit/ad,  rond/vizit/ad/
r/ond/vojagx/,  rond/vojagx/
rongxul,  rongx/ul/
ronkad,  ronk/ad/
/ros/e,  rose/
/ros/in,  rosin/
/ros/mar/en/,  rosmaren/
/ros/mar/,  rosmar/
/ros/s,  ross/
/ros/tad,  rost/ad/
/ros/tajx,  rost/ajx/
/ros/tbef,  rostbef/
/ros/t/bov/ajx,  rost/bov/ajx/
/ros/t/fest/,  rost/fest/
/ros/t,  rost/
ro/stil/,  rost/il/
/ros/t/masxin/,  rost/masxin/
/ros/to/krad/,  rost/o/krad/
/ros/to/stang/,  rost/o/stang/
/ros/t/pan/,  rost/pan/
/ros/tr,  rostr/
/ros/tru/l,  rostr/ul/
rotac/iu/l,  rotaci/ul/
rotarian,  rotari/an/
rotat/or/,  rotator/
